Дата,Пользователь,Страниц,Копий,Принтер,Документ,Компьютер,Формат листа,Драйвер,Высота,Ширина,Двусторонняя печать,Черно-белый,Размер файла
2026-04-22 13:06:08,t.filinkova,2,1,Kyocera ECOSYS M2040dn KX,"Табличный документ",EKA-WS-UXM00804,A4,EMF,,,DUPLEX,GRAYSCALE,471kb,
2026-04-22 13:06:11,ib.ivanova,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Документ1",EKA-WS-GHM00029,A4,EMF,,,NOT DUPLEX,GRAYSCALE,625kb,
2026-04-22 13:06:34,v.musikhina,1,1,Kyocera ECOSYS M2040dn KX,"тюменская область юргинский район дерев... — Яндекс_ нашлось 36 тыс. результатов",EKA-WS-UXM00938,A4,PCL6,,,DUPLEX,GRAYSCALE,183kb,
2026-04-22 13:06:50,i.vorontsova,2,1,Kyocera ECOSYS M2040dn KX,"Табличный документ",EKA-WS-UXM00884,A4,EMF,,,DUPLEX,NOT GRAYSCALE,430kb,
2026-04-22 13:06:58,i.vorontsova,2,1,Kyocera ECOSYS M2040dn KX,"Табличный документ",EKA-WS-UXM00884,A4,EMF,,,DUPLEX,NOT GRAYSCALE,430kb,
2026-04-22 13:07:14,ib.ivanova,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Документ1",EKA-WS-GHM00029,A4,EMF,,,NOT DUPLEX,GRAYSCALE,2304kb,
2026-04-22 13:08:13,t.filinkova,2,1,Kyocera ECOSYS M2040dn KX,"Табличный документ",EKA-WS-UXM00804,A4,EMF,,,DUPLEX,GRAYSCALE,471kb,
2026-04-22 13:09:34,aliya.kolmakova,4,1,HP LaserJet MFP M430,"Табличный документ",EKA-WS-UXM00385,,XPS,279mm,216mm,NOT DUPLEX,GRAYSCALE,656kb,
2026-04-22 13:09:37,nadezhda.chupina,1,1,HP LaserJet Professional M1214nfh MFP,"Microsoft Word - АКТ ВИК №507 Лист3 пл.107630 серт 114-26728",EKA-WS-GHM00225,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,235kb,
2026-04-22 13:09:51,margarita.pinter,2,1,RICOH MP W6700 PS,"К0761.80.02.000(3).pdf",EKA-WS-UXM00059,,EMF,841mm,594mm,NOT DUPLEX,GRAYSCALE,2973kb,
2026-04-22 13:09:59,i.vorontsova,2,1,Kyocera ECOSYS M2040dn KX,"Табличный документ",EKA-WS-UXM00884,A4,EMF,,,DUPLEX,NOT GRAYSCALE,395kb,
2026-04-22 13:10:01,glz-ghm-secretar,1,2,Kyocera ECOSYS M2040dn KX,"Перенаправленный документ принтера удаленного рабочего стола",EKA-WS-GHM00020,A4,PCL6,,,DUPLEX,GRAYSCALE,99kb,
2026-04-22 13:10:07,v.musikhina,2,1,Kyocera ECOSYS M2040dn KX,"юргинский муниципальный округ исчезнувш... — Яндекс_ нашлось 20 тыс. результатов",EKA-WS-UXM00938,A4,PCL6,,,DUPLEX,GRAYSCALE,588kb,
2026-04-22 13:10:40,marat.usmanov,0,1,HP LaserJet MFP M430-431 PCL-6 (V4),"КСС 121.pdf",EKA-WS-UXM00006,,Unknown,,,NOT DUPLEX,NOT GRAYSCALE,1kb,
2026-04-22 13:10:46,natalya.levkina,1,1,Kyocera ECOSYS M2040dn,"Табличный документ",EKA-WS-UXM00569,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,197kb,
2026-04-22 13:11:37,marat.usmanov,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"КСС 121.pdf",EKA-WS-UXM00006,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,2237kb,
2026-04-22 13:11:54,romuald.lyubitskiy,1,1,HP LaserJet MFP M430-431 PCL-6 (V4) (201),"Книга1",EKA-WS-UXM00711,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,223kb,
2026-04-22 13:11:55,e.novokreshchenova,1,1,HP LaserJet M1530 MFP Series PCL 6,"Microsoft Word - Оплата проекты ХБ, ЧОНА ГАЗ",EKA-WS-UXM00696,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,168kb,
2026-04-22 13:11:59,ekaterina.kostyukova,1,1,HP LaserJet Professional M1214nfh MFP,"201-1128.01 заготовка изм1.xls",EKA-WS-GHM00222,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,143kb,
2026-04-22 13:12:07,evgeniya.fedyaeva,2,1,Kyocera FS-C8525MFP KX,"Microsoft Word - Заявление + согласие",EKA-WS-UXM00005,A4,EMF,,,DUPLEX,NOT GRAYSCALE,83kb,
2026-04-22 13:12:09,polina.shirshova,1,1,Kyocera CS 2552ci KX,"Microsoft Word - Согласование субпоставщиков _",EKA-WS-UXM00253,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,135kb,
2026-04-22 13:12:19,a.kurbangaliev,2,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - _ОЛ 1103.09 КлРЭ-02_070226_NNV.doc",EKA-WS-UXM00477,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,163kb,
2026-04-22 13:12:23,marina.ardasheva,5,1,HP LaserJet Professional M1214nfh MFP (копия 1),"Microsoft Word - Лист ознакомления -с картой индентификации опасностей  и оценки рисков №471 003",EKA-WS-GHM00214,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,354kb,
2026-04-22 13:12:29,a.kurbangaliev,2,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - _ОЛ 1103.09 КрП-01 (ПАЗ)_110326.doc",EKA-WS-UXM00477,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,129kb,
2026-04-22 13:12:41,a.kurbangaliev,2,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - _ОЛ 1103.09 КрП-02 (ПАЗ)_280126.doc",EKA-WS-UXM00477,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,129kb,
2026-04-22 13:12:48,nadezhda.chupina,1,1,HP LaserJet Professional M1214nfh MFP,"Microsoft Word - АКТ ВИК №507П Лист3 пл.107630 серт 114-26728",EKA-WS-GHM00225,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,234kb,
2026-04-22 13:12:49,a.kurbangaliev,2,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - ОЛ 1103.09 БПК-01_110326.doc",EKA-WS-UXM00477,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,158kb,
2026-04-22 13:13:16,e.novokreshchenova,1,1,HP LaserJet M1530 MFP Series PCL 6,"Microsoft Word - Оплата проекты ХБ, ЧОНА ГАЗ",EKA-WS-UXM00696,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,169kb,
2026-04-22 13:13:21,a.kurbangaliev,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - ОЛ 1103.09 ВЗ-01_310326.doc",EKA-WS-UXM00477,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,137kb,
2026-04-22 13:13:23,ekaterina.kostyukova,1,1,HP LaserJet Professional M1214nfh MFP,"Microsoft Word - извещение 1",EKA-WS-GHM00222,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,104kb,
2026-04-22 13:13:29,v.tikhonov,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Word - Документ1",EKA-WS-UXM00325,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,215kb,
2026-04-22 13:13:31,a.kurbangaliev,2,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - ОЛ 1103.09 ВР-01_070226_NNV.doc",EKA-WS-UXM00477,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,158kb,
2026-04-22 13:13:39,a.kurbangaliev,2,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - ОЛ 1103.09 ВР-02_070226_NNV.doc",EKA-WS-UXM00477,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,157kb,
2026-04-22 13:13:56,a.kurbangaliev,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - ОЛ 1103.09 Зд-01_070226_NNV.doc",EKA-WS-UXM00477,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,125kb,
2026-04-22 13:14:07,a.kurbangaliev,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - ОЛ 1103.09 Зд-02,03,04,05_280125.doc",EKA-WS-UXM00477,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,127kb,
2026-04-22 13:14:22,nsaveleva,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Word - Справки об удержаниях, алиментах",EKA-WS-UXM00722,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,403kb,
2026-04-22 13:14:25,a.kurbangaliev,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - ОЛ 1103.09 Зд-06_280126.doc",EKA-WS-UXM00477,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,125kb,
2026-04-22 13:14:36,a.kurbangaliev,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - ОЛ 1103.09 Зд-07_280126.doc",EKA-WS-UXM00477,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,125kb,
2026-04-22 13:14:37,i.vorontsova,2,1,Kyocera ECOSYS M2040dn KX,"Табличный документ",EKA-WS-UXM00884,A4,EMF,,,DUPLEX,GRAYSCALE,362kb,
2026-04-22 13:14:44,a.kurbangaliev,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - ОЛ 1103.09 Зд-08_070226_NNV.doc",EKA-WS-UXM00477,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,126kb,
2026-04-22 13:14:45,alena.bushmakina,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"расчет при увольнении Колмаков В.И. цех 15.xlsx",EKA-WS-UXM01013,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,262kb,
2026-04-22 13:14:53,a.kurbangaliev,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - ОЛ 1103.09 Зд-09,11,12,13_280126.doc",EKA-WS-UXM00477,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,128kb,
2026-04-22 13:15:06,romuald.lyubitskiy,2,1,HP LaserJet MFP M430-431 PCL-6 (V4) (201),"Графики СПОТов 9;10;6.xlsx",EKA-WS-UXM00711,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,432kb,
2026-04-22 13:15:13,anton.sitdikov,1,1,HP LaserJet Pro M428-M429 PCL 6 (V3),"Microsoft Word - Служебная записка № 791-66 о согласовании порядчиков по новогодним подаркам",EKA-WS-UXM00954,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,109kb,
2026-04-22 13:15:33,v.musikhina,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - Документ3",EKA-WS-UXM00938,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,43kb,
2026-04-22 13:15:35,rshakirov,2,1,HP LaserJet Pro M428-M429 PCL-6 (V4) (сеть),"Штуцера 176.xlsx",EKA-WS-UXM00207,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,592kb,
2026-04-22 13:15:47,a.kurbangaliev,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - ОЛ 1103.09 Зд-10_280126.doc",EKA-WS-UXM00477,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,125kb,
2026-04-22 13:15:47,olga.grin,1,1,HP LaserJet Professional P1102,"Табличный документ",EKA-WS-UXM00275,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,102kb,
2026-04-22 13:15:58,a.kurbangaliev,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - ОЛ 1103.09 Зд-14,15,16,17,18_280126.doc",EKA-WS-UXM00477,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,128kb,
2026-04-22 13:16:08,a.kurbangaliev,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - ОЛ 1103.09 Зд-19,20,21,22_140326_NNV.doc",EKA-WS-UXM00477,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,127kb,
2026-04-22 13:16:08,m.khomyakov,1,1,Kyocera ECOSYS M2040dn KX,"Служебная записка № 760216ВП от 22.04.2026, Пропуск на терри.pdf",EKA-WS-UXM00513,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,212kb,
2026-04-22 13:16:13,romuald.lyubitskiy,1,1,HP LaserJet MFP M430-431 PCL-6 (V4) (201),"Графики СПОТов 9;10;6.xlsx",EKA-WS-UXM00711,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,228kb,
2026-04-22 13:16:17,nataliya.pozdeeva,1,1,HP LaserJet Professional M1214nfh MFP (копия 1),"Microsoft Word - Документ Microsoft Word (2)",EKA-WS-GHM00175,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,102kb,
2026-04-22 13:16:21,a.kurbangaliev,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - ОЛ 1103.09 КлО-01_280126.doc",EKA-WS-UXM00477,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,108kb,
2026-04-22 13:16:31,nailya.nurutdinova,5,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Табличный документ",EKA-WS-UXM00608,,XPS,279mm,216mm,NOT DUPLEX,GRAYSCALE,671kb,
2026-04-22 13:16:32,damir.kofan,1,1,HP LaserJet Pro M428-M429 PCL 6 (V3),"KOMPAS - К0761.00.02.202.cdw",EKA-WS-UXM00549,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,52kb,
2026-04-22 13:16:33,a.kurbangaliev,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - ОЛ 1103.09 КлО-02_280126.doc",EKA-WS-UXM00477,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,109kb,
2026-04-22 13:16:43,a.kurbangaliev,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - ОЛ 1103.09 КлО-03_181225.doc",EKA-WS-UXM00477,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,108kb,
2026-04-22 13:16:49,natalya.lykova,1,1,Kyocera ECOSYS M2040dn KX,"718.xls",EKA-WS-UXM01014,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,163kb,
2026-04-22 13:16:53,nataliya.pozdeeva,1,1,HP LaserJet Professional M1214nfh MFP (копия 1),"Microsoft Word - Документ Microsoft Word (2)",EKA-WS-GHM00175,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,68kb,
2026-04-22 13:16:54,a.kurbangaliev,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - ОЛ 1103.09 Кр-01_280126.doc",EKA-WS-UXM00477,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,126kb,
2026-04-22 13:17:01,a.kurbangaliev,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - ОЛ 1103.09 Кр-06_280126.doc",EKA-WS-UXM00477,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,127kb,
2026-04-22 13:17:07,yu.petrova,1,1,HP LaserJet MFP M430-431 PCL-6 (V4) (сеть),"квитанция.xlsx",EKA-WS-UXM00781,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,108kb,
2026-04-22 13:17:09,a.kurbangaliev,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - ОЛ 1103.09 Кр-07_070226_NNV.doc",EKA-WS-UXM00477,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,126kb,
2026-04-22 13:17:16,a.kurbangaliev,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - ОЛ 1103.09 Ф-01_11022026.doc",EKA-WS-UXM00477,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,118kb,
2026-04-22 13:17:21,marina.gladysheva,38,1,Kyocera TASKalfa 2553ci KX,"UHM-VD-(L03-95D05-000)-T-MM 7900.001 (RU)_03.pdf",EKA-WS-UXM00642,A4,EMF,,,NOT DUPLEX,GRAYSCALE,20834kb,
2026-04-22 13:17:21,mikhail.aleksyutin,6,1,Kyocera TASKalfa 2553ci KX,"Цинол паспорт качества.pdf",EKA-WS-UXM00490,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1980kb,
2026-04-22 13:17:35,rshakirov,2,1,HP LaserJet Pro M428-M429 PCL-6 (V4) (сеть),"Штуцера 176; 177.xlsx",EKA-WS-UXM00207,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,592kb,
2026-04-22 13:17:37,alena.kravchik,1,1,HP 1214 otk,"прокладки СНПпарт10282,серт20666-25.pdf",EKA-WS-GHM00187,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,11364kb,
2026-04-22 13:17:39,danil.ananev,3,1,Kyocera ECOSYS M4125idn KX,"УХМ 1103.11 ТП_10Р-1_(Rev.1_30.12.2025).pdf",EKA-WS-UXM00456,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,1436kb,
2026-04-22 13:17:45,i.vorontsova,2,1,Kyocera ECOSYS M2040dn KX,"Табличный документ",EKA-WS-UXM00884,A4,EMF,,,DUPLEX,GRAYSCALE,344kb,
2026-04-22 13:17:53,ekaterina.kostyukova,1,1,HP LaserJet Professional M1214nfh MFP,"Microsoft Word - извещение 2",EKA-WS-GHM00222,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,104kb,
2026-04-22 13:18:19,marina.gladysheva,7,1,Kyocera TASKalfa 2553ci KX,"UHM-VD-(L03-95D05-000)-T-MM 7900.001 (RU)_03.pdf",EKA-WS-UXM00642,A4,EMF,,,NOT DUPLEX,GRAYSCALE,5541kb,
2026-04-22 13:18:23,ekaterina.kostyukova,1,1,HP LaserJet Professional M1214nfh MFP,"201-1128.01 МЕХАНИКА изм2.xls",EKA-WS-GHM00222,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,98kb,
2026-04-22 13:18:27,nailya.nurutdinova,15,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Табличный документ",EKA-WS-UXM00608,,XPS,279mm,216mm,NOT DUPLEX,GRAYSCALE,1245kb,
2026-04-22 13:18:37,sergey.gavrikov,3,1,Kyocera TASKalfa 2552ci KX,"АО Уралхиммаш (штамп).pdf",EKA-WS-UXM00664,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,2090kb,
2026-04-22 13:18:39,a.denisova,2,1,Kyocera ECOSYS M4125idn KX,"document",EKA-WS-UXM00435,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,60kb,
2026-04-22 13:18:42,marina.gladysheva,26,1,Kyocera TASKalfa 2553ci KX,"UHM-VD-(L03-95D05-000)-T-MM 7900.001 (RU)_03.pdf",EKA-WS-UXM00642,A4,EMF,,,NOT DUPLEX,GRAYSCALE,17753kb,
2026-04-22 13:18:44,konstantin.samylov,3,1,Kyocera ECOSYS M8130cidn KX,"НЗ №1973-08 от 19.03.2026 (штамп) (1).pdf",EKA-WS-UXM00127,A4,PCL6,,,DUPLEX,GRAYSCALE,430kb,
2026-04-22 13:19:04,tvstepanova,1,1,Kyocera ECOSYS M4125idn KX,"KOMPAS - 235-01677.cdw",EKA-WS-UXM00238,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,46kb,
2026-04-22 13:19:13,konstantin.samylov,6,1,Kyocera ECOSYS M8130cidn KX,"НЗ №1985-10 от 18.03.2026 (штамп) (1).pdf",EKA-WS-UXM00127,A4,PCL6,,,DUPLEX,GRAYSCALE,493kb,
2026-04-22 13:19:43,mikhail.vitrichenko,1,1,HP LaserJet M1005,"2026-04-22_ПКМ для предписания №2.pdf",EKA-WS-GHM00184,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,430kb,
2026-04-22 13:19:52,ivan.skryabin,1,2,HP LaserJet Professional P1102,"Microsoft Word - Извещение №652 от 22.04.2026 - УХМ КО 748.03.00.000-(П01.01; П01.03; П11.01; П11.02; П12.05; П05.02; П05.03;П06.01) пдготовка к ЛКП",EKA-WS-GHM00200,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,128kb,
2026-04-22 13:20:06,galina.dostovalova,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Word - 2065 747  з 3474 А2 шайба",EKA-WS-UXM00606,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,477kb,
2026-04-22 13:20:07,rasima.shaislamova,2,1,HP LaserJet Professional P1102,"document",EKA-WS-UXM00072,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,345kb,
2026-04-22 13:20:08,alena.bushmakina,1,2,HP LaserJet MFP M430-431 PCL-6 (V4),"Табличный документ",EKA-WS-UXM01013,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,300kb,
2026-04-22 13:20:15,evgeniy.grafeev,2,1,HP LaserJet Pro M428-M429 PCL 6 (V3),"Хранение оснастки v2.xlsx",EKA-WS-UXM00381,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,110kb,
2026-04-22 13:20:26,ivan.skryabin,1,2,HP LaserJet Professional P1102,"Microsoft Word - Извещение №652 от 22.04.2026 - УХМ КО 748.03.00.000-(П01.01; П01.03; П11.01; П11.02; П12.05; П05.02; П05.03;П06.01) пдготовка к ЛКП",EKA-WS-GHM00200,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,117kb,
2026-04-22 13:20:28,natalya.lykova,1,1,Kyocera ECOSYS M2040dn KX,"8737-.xlsx",EKA-WS-UXM01014,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,221kb,
2026-04-22 13:20:35,andrey.loparev,2,1,HP LaserJet Professional M1212nf MFP,"НЗ №2015 от 31.03.2026 (штамп).pdf",EKA-WS-GHM00220,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,351kb,
2026-04-22 13:20:41,lyudmila.zhiratkova,1,1,Kyocera ECOSYS M2040dn (Белка),"Microsoft Word - АКТ ВИК 3484",EKA-WS-UXM00950,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,175kb,
2026-04-22 13:20:58,g.belopashentseva,1,1,Kyocera TASKalfa 2553ci KX,"Бирки3 (002).pdf",EKA-WS-UXM00115,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,206kb,
2026-04-22 13:21:08,rasima.shaislamova,2,1,HP LaserJet Professional P1102,"document",EKA-WS-UXM00072,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,345kb,
2026-04-22 13:21:11,yuliya.likhacheva,1,1,Kyocera P2040 печатать,"Спецификация №2 от 04.12.25 оригинал.pdf",EKA-WS-UXM00372,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,155kb,
2026-04-22 13:21:21,rasima.shaislamova,2,1,HP LaserJet Professional P1102,"document",EKA-WS-UXM00072,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,345kb,
2026-04-22 13:21:31,aliya.kolmakova,6,1,HP LaserJet MFP M430,"Табличный документ",EKA-WS-UXM00385,,XPS,279mm,216mm,NOT DUPLEX,GRAYSCALE,697kb,
2026-04-22 13:21:33,lyudmila.zhiratkova,1,1,Kyocera ECOSYS M2040dn (Белка),"Microsoft Word - АКТ ВИК 3485",EKA-WS-UXM00950,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,176kb,
2026-04-22 13:21:52,vladlena.uryadova,1,1,Kyocera ECOSYS M2040dn KX,"ПМИ 2028180.pdf",EKA-WS-UXM00340,A4,PCL6,,,DUPLEX,GRAYSCALE,365kb,
2026-04-22 13:22:00,marina.ardasheva,1,1,HP LaserJet Professional M1214nfh MFP (копия 1),"Карта ИОиОР 462-001 для прокальщика (2023 год).xlsx",EKA-WS-GHM00214,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,77kb,
2026-04-22 13:22:02,alena.kravchik,2,1,HP 1214 otk,"прокладки Ю-КИРИНСК СНП ТТН.pdf",EKA-WS-GHM00187,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,12280kb,
2026-04-22 13:22:04,rasima.shaislamova,1,1,HP LaserJet Professional P1102,"document",EKA-WS-UXM00072,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,104kb,
2026-04-22 13:22:07,danil.ananev,1,1,RICOH MP W6700,"УХМ 1103.11.02 ВО_Рама_(Rev.1_19.01.2026).pdf",EKA-WS-UXM00456,A2,EMF,,,NOT DUPLEX,GRAYSCALE,1355kb,
2026-04-22 13:22:12,m.khomyakov,2,2,Kyocera ECOSYS M2040dn KX,"Служебная записка № 490021ВП от 22.04.2026, о пропуске  (штамп).pdf",EKA-WS-UXM00513,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,368kb,
2026-04-22 13:22:16,tg.nikitina,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Об открытых закрытых счетах от 04.07.2025",EKA-WS-UXM00114,A4,EMF,,,NOT DUPLEX,GRAYSCALE,323kb,
2026-04-22 13:22:17,nadezhda.petkina,1,1,Kyocera ECOSYS M2040dn KX,"Табличный документ",EKA-WS-UXM00241,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,164kb,
2026-04-22 13:22:26,nadezhda.petkina,1,1,Kyocera ECOSYS M2040dn KX,"Табличный документ",EKA-WS-UXM00241,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,125kb,
2026-04-22 13:22:35,lyudmila.zhiratkova,1,1,Kyocera ECOSYS M2040dn (Белка),"Microsoft Word - АКТ ВИК 3483",EKA-WS-UXM00950,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,175kb,
2026-04-22 13:22:38,nailya.nurutdinova,17,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Табличный документ",EKA-WS-UXM00608,,XPS,279mm,216mm,NOT DUPLEX,GRAYSCALE,1283kb,
2026-04-22 13:23:07,lyudmila.zhiratkova,1,1,Kyocera ECOSYS M2040dn (Белка),"Microsoft Word - АКТ ВИК 3483",EKA-WS-UXM00950,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,175kb,
2026-04-22 13:23:09,alena.tsitsilina,1,1,HP LaserJet M1530 MFP Series PCL 6,"Microsoft Word - 9",EKA-WS-UXM00458,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,19kb,
2026-04-22 13:23:24,nadezhda.petkina,2,1,Kyocera ECOSYS M2040dn KX,"doc04705820260422082950.pdf",EKA-WS-UXM00241,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,1209kb,
2026-04-22 13:23:39,albina.zhukova,1,1,Kyocera ECOSYS M4125idn KX,"Печать фрагмента экрана",EKA-WS-UXM00783,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,239kb,
2026-04-22 13:23:50,aliya.kolmakova,6,1,HP LaserJet MFP M430,"Табличный документ",EKA-WS-UXM00385,,XPS,279mm,216mm,NOT DUPLEX,GRAYSCALE,697kb,
2026-04-22 13:23:52,albina.zhukova,1,1,Kyocera ECOSYS M4125idn KX,"2026.04.22_ Швы кожуха К0759.01.09.000 (002).pdf",EKA-WS-UXM00783,A4,EMF,,,NOT DUPLEX,GRAYSCALE,49717kb,
2026-04-22 13:23:55,yuliya.likhacheva,1,1,Kyocera P2040 печатать,"Табличный документ",EKA-WS-UXM00372,A4,EMF,,,DUPLEX,GRAYSCALE,62kb,
2026-04-22 13:24:07,rasima.shaislamova,2,1,HP LaserJet Professional P1102,"document",EKA-WS-UXM00072,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,351kb,
2026-04-22 13:24:08,andrey.shantarin,1,1,Kyocera TASKalfa 2552ci KX,"commercial-offer-КП-0035872.pdf",EKA-NB-UXM00022,A4,PCL6,,,DUPLEX,GRAYSCALE,185kb,
2026-04-22 13:24:10,i.vorontsova,3,1,Kyocera ECOSYS M2040dn KX,"Табличный документ",EKA-WS-UXM00884,A4,EMF,,,DUPLEX,NOT GRAYSCALE,661kb,
